订单号,订单日期,月份,类别,子类别,单价,数量,总销售额,折扣率,利润,地区,颜色,尺码,客户ID,利润率
DD100550,2024-01-10,1,外套,夹克,1260.0,1,756.0,60,317.2,华北,驼色,M,C10219,41.96
DD100157,2024-03-14,3,配饰,腰带,210.0,1,178.5,85,109.35,华东,驼色,M,C10396,61.26
DD100420,2024-01-22,1,上衣,衬衫,120.0,1,120.0,100,67.93,华东,藏青,XXL,C10589,56.61
DD100923,2024-05-05,5,连衣裙,衬衫裙,310.0,1,279.0,90,160.98,华南,米色,S,C10337,57.7
DD101781,2024-03-24,3,裤装,西装裤,250.0,1,250.0,100,122.69,华东,驼色,XXL,C10297,49.08
DD100478,2024-10-10,10,裤装,西装裤,460.0,2,828.0,90,449.02,华南,黑色,XL,C10128,54.23
DD101745,2024-05-23,5,裤装,牛仔裤,530.0,2,1060.0,100,546.72,华南,灰色,L,C10318,51.58
DD101789,2024-06-04,6,配饰,包包,220.0,1,132.0,60,87.79,东北,白色,XL,C10017,66.51
DD101524,2024-08-23,8,裤装,短裤,370.0,1,314.5,85,174.34,东北,黑色,L,C10269,55.43
DD101472,2024-04-25,4,连衣裙,针织裙,500.0,1,450.0,90,259.96,华东,米色,M,C10538,57.77
DD100554,2024-05-07,5,外套,羽绒服,390.0,1,370.5,95,184.49,华东,黑色,L,C10339,49.79
DD101203,2024-03-09,3,外套,大衣,1250.0,2,2500.0,100,1260.88,华中,米色,S,C10280,50.44
DD100391,2024-04-20,4,上衣,卫衣,190.0,2,323.0,85,201.42,华中,灰色,L,C10221,62.36
DD100579,2024-10-15,10,上衣,卫衣,190.0,2,380.0,100,234.11,华北,酒红,M,C10177,61.61
DD102410,2024-07-06,7,上衣,卫衣,190.0,1,180.5,95,103.81,华北,酒红,XXL,C10215,57.51
DD102196,2024-04-20,4,连衣裙,针织裙,470.0,1,470.0,100,255.65,华东,灰色,L,C10540,54.39
DD102361,2024-05-11,5,裤装,短裤,540.0,1,270.0,50,142.6,华南,藏青,M,C10499,52.81
DD100821,2024-03-14,3,配饰,帽子,260.0,1,260.0,100,182.58,华南,酒红,M,C10005,70.22
DD102489,2024-02-27,2,上衣,T恤,370.0,1,351.5,95,229.49,西南,米色,M,C10296,65.29
DD101007,2024-09-24,9,配饰,包包,150.0,1,120.0,80,79.86,东北,白色,S,C10186,66.55
DD101249,2024-12-05,12,上衣,卫衣,280.0,1,280.0,100,165.65,华中,白色,L,C10570,59.16
DD102404,2024-04-03,4,配饰,围巾,130.0,1,91.0,70,60.47,东北,酒红,M,C10563,66.45
DD100665,2024-01-10,1,连衣裙,A字裙,320.0,2,608.0,95,361.94,华中,墨绿,S,C10502,59.53
DD102308,2024-06-11,6,连衣裙,吊带裙,340.0,1,340.0,100,192.97,华北,白色,S,C10332,56.76
DD100143,2024-08-19,8,连衣裙,衬衫裙,690.0,1,586.5,85,344.22,西南,驼色,M,C10109,58.69
DD102267,2024-10-03,10,上衣,T恤,350.0,1,332.5,95,188.24,西南,灰色,S,C10561,56.61
DD101980,2024-01-03,1,上衣,衬衫,150.0,1,150.0,100,89.61,华北,灰色,L,C10314,59.74
DD100422,2024-09-05,9,裤装,短裤,410.0,1,389.5,95,219.75,东北,白色,M,C10122,56.42
DD100800,2024-10-17,10,裤装,西装裤,310.0,1,310.0,100,151.82,西南,黑色,XXL,C10300,48.97
DD102065,2024-07-11,7,外套,大衣,1080.0,1,864.0,80,323.04,华东,白色,XL,C10508,37.39
DD100616,2024-12-04,12,外套,大衣,330.0,1,297.0,90,133.94,华东,驼色,L,C10024,45.1
DD101319,2024-06-20,6,裤装,休闲裤,210.0,1,210.0,100,106.92,华南,驼色,L,C10422,50.91
DD100296,2024-06-19,6,裤装,牛仔裤,550.0,1,550.0,100,253.68,华北,酒红,XL,C10255,46.12
DD100402,2024-07-06,7,连衣裙,吊带裙,600.0,1,570.0,95,325.01,西南,灰色,M,C10362,57.02
DD100089,2024-04-25,4,上衣,卫衣,360.0,1,306.0,85,175.36,华北,米色,XXL,C10028,57.31
DD102133,2024-03-10,3,连衣裙,衬衫裙,410.0,1,410.0,100,205.49,华东,酒红,M,C10388,50.12
DD102573,2024-09-10,9,上衣,衬衫,110.0,1,110.0,100,59.08,东北,藏青,L,C10300,53.71
DD100132,2024-10-01,10,上衣,衬衫,290.0,3,826.5,95,443.81,华东,白色,M,C10009,53.7
DD102422,2024-08-22,8,连衣裙,衬衫裙,460.0,2,920.0,100,494.01,华北,墨绿,S,C10388,53.7
DD102421,2024-01-06,1,外套,风衣,670.0,1,670.0,100,261.22,华南,米色,M,C10158,38.99
DD101810,2024-09-05,9,上衣,T恤,140.0,1,140.0,100,81.19,华中,灰色,XL,C10556,57.99
DD101403,2024-01-22,1,裤装,西装裤,430.0,1,408.5,95,211.49,华东,酒红,M,C10035,51.77
DD102141,2024-09-13,9,连衣裙,吊带裙,400.0,1,400.0,100,204.21,西南,黑色,M,C10327,51.05
DD102259,2024-08-10,8,连衣裙,吊带裙,620.0,1,310.0,50,185.87,华北,藏青,M,C10148,59.96
DD101189,2024-05-21,5,上衣,卫衣,150.0,2,180.0,60,114.57,西南,灰色,L,C10579,63.65
DD100725,2024-06-07,6,上衣,衬衫,150.0,3,450.0,100,288.6,东北,米色,XXL,C10298,64.13
DD101315,2024-06-14,6,连衣裙,A字裙,660.0,2,1056.0,80,523.96,东北,白色,XL,C10173,49.62
DD101917,2024-08-09,8,连衣裙,针织裙,290.0,1,275.5,95,144.5,华南,灰色,XXL,C10230,52.45
DD100270,2024-10-03,10,裤装,西装裤,390.0,1,390.0,100,206.37,华东,酒红,M,C10543,52.92
DD102409,2024-05-07,5,连衣裙,针织裙,600.0,2,1080.0,90,559.58,西南,藏青,XL,C10424,51.81
DD102157,2024-10-22,10,上衣,卫衣,280.0,1,280.0,100,165.91,华南,藏青,S,C10413,59.25
DD101373,2024-10-03,10,上衣,针织衫,100.0,1,100.0,100,56.05,东北,白色,L,C10132,56.05
DD102260,2024-02-20,2,连衣裙,针织裙,210.0,1,210.0,100,124.6,西南,黑色,M,C10513,59.33
DD100918,2024-07-19,7,连衣裙,针织裙,670.0,1,636.5,95,358.02,华中,墨绿,M,C10112,56.25
DD101750,2024-07-22,7,外套,羽绒服,380.0,1,361.0,95,168.67,西南,黑色,M,C10026,46.72
DD101320,2024-09-19,9,配饰,包包,130.0,2,260.0,100,171.05,华南,白色,M,C10500,65.79
DD102230,2024-04-24,4,连衣裙,A字裙,600.0,1,510.0,85,267.97,华东,灰色,S,C10212,52.54
DD102032,2024-09-28,9,配饰,帽子,70.0,1,63.0,90,43.51,华中,墨绿,XXL,C10470,69.06
DD100588,2024-05-09,5,上衣,衬衫,260.0,1,260.0,100,157.5,东北,酒红,L,C10302,60.58
DD101729,2024-10-13,10,上衣,衬衫,330.0,1,330.0,100,185.47,华南,藏青,XL,C10455,56.2
DD102591,2024-07-07,7,连衣裙,吊带裙,280.0,1,280.0,100,156.81,华南,黑色,L,C10219,56.0
DD100376,2024-10-27,10,外套,大衣,1130.0,2,1921.0,85,963.36,华南,驼色,M,C10591,50.15
DD100334,2024-10-26,10,上衣,针织衫,140.0,1,140.0,100,86.04,东北,酒红,M,C10447,61.46
DD101943,2024-03-15,3,上衣,针织衫,340.0,1,170.0,50,102.42,华东,墨绿,M,C10423,60.25
DD102446,2024-04-01,4,连衣裙,A字裙,520.0,2,1040.0,100,590.09,华东,白色,L,C10471,56.74
DD101605,2024-06-25,6,上衣,T恤,210.0,2,399.0,95,252.24,东北,灰色,M,C10548,63.22
DD101119,2024-05-07,5,连衣裙,A字裙,420.0,1,420.0,100,243.32,华北,驼色,XL,C10075,57.93
DD101711,2024-02-04,2,连衣裙,衬衫裙,410.0,1,369.0,90,216.91,东北,白色,L,C10372,58.78
DD101443,2024-02-14,2,上衣,T恤,180.0,1,180.0,100,95.84,西南,墨绿,M,C10316,53.24
DD102068,2024-04-10,4,连衣裙,针织裙,560.0,1,532.0,95,315.26,华东,白色,L,C10512,59.26
DD100911,2024-10-07,10,裤装,牛仔裤,420.0,1,399.0,95,202.76,东北,酒红,M,C10203,50.82
DD100777,2024-04-19,4,裤装,牛仔裤,160.0,1,160.0,100,90.38,华南,黑色,L,C10524,56.49
DD102166,2024-08-01,8,裤装,短裤,330.0,1,330.0,100,174.13,华东,米色,S,C10282,52.77
DD100329,2024-11-21,11,外套,夹克,930.0,1,930.0,100,387.11,华中,酒红,M,C10571,41.62
DD102188,2024-07-07,7,外套,羽绒服,1100.0,3,2970.0,90,1161.21,华中,墨绿,M,C10184,39.1
DD101343,2024-01-09,1,上衣,卫衣,160.0,1,152.0,95,94.81,华中,灰色,M,C10481,62.38
DD100321,2024-02-14,2,连衣裙,A字裙,310.0,1,294.5,95,156.96,东北,米色,L,C10444,53.3
DD101620,2024-05-20,5,裤装,牛仔裤,240.0,1,192.0,80,105.57,东北,墨绿,L,C10446,54.98
DD101666,2024-12-16,12,上衣,卫衣,350.0,1,332.5,95,183.19,西南,米色,XL,C10039,55.09
DD102121,2024-08-26,8,连衣裙,针织裙,500.0,1,500.0,100,251.77,华南,藏青,M,C10551,50.35
DD100013,2024-03-13,3,裤装,休闲裤,590.0,1,531.0,90,262.24,东北,墨绿,M,C10197,49.39
DD100898,2024-01-16,1,裤装,休闲裤,400.0,1,400.0,100,217.22,西南,黑色,XXL,C10547,54.31
DD100172,2024-01-26,1,连衣裙,衬衫裙,680.0,1,544.0,80,332.19,东北,黑色,M,C10020,61.06
DD101674,2024-01-27,1,上衣,衬衫,250.0,1,237.5,95,144.67,华东,黑色,L,C10014,60.91
DD100261,2024-06-17,6,连衣裙,吊带裙,360.0,1,342.0,95,167.24,华南,黑色,S,C10078,48.9
DD102022,2024-06-29,6,连衣裙,A字裙,370.0,1,333.0,90,176.82,西南,藏青,XS,C10459,53.1
DD100690,2024-12-27,12,连衣裙,吊带裙,350.0,2,700.0,100,406.83,华中,藏青,S,C10559,58.12
DD100902,2024-06-17,6,外套,夹克,840.0,1,798.0,95,372.98,华中,灰色,M,C10538,46.74
DD100259,2024-04-19,4,裤装,牛仔裤,280.0,1,266.0,95,148.02,华南,灰色,XXL,C10438,55.65
DD100845,2024-07-24,7,连衣裙,针织裙,680.0,1,680.0,100,372.26,东北,驼色,M,C10349,54.74
DD102399,2024-04-20,4,裤装,牛仔裤,480.0,3,1440.0,100,809.25,华中,米色,S,C10230,56.2
DD100139,2024-12-04,12,上衣,卫衣,160.0,1,160.0,100,82.11,西南,黑色,XL,C10148,51.32
DD101574,2024-09-12,9,裤装,西装裤,250.0,1,250.0,100,142.83,华南,灰色,L,C10238,57.13
DD100320,2024-11-04,11,连衣裙,衬衫裙,460.0,1,460.0,100,243.27,华北,酒红,XL,C10236,52.88
DD100654,2024-02-07,2,连衣裙,吊带裙,310.0,2,620.0,100,300.86,华北,黑色,XS,C10021,48.53
DD102052,2024-04-16,4,外套,大衣,500.0,1,500.0,100,246.52,华中,酒红,XL,C10306,49.3
DD101968,2024-07-27,7,裤装,休闲裤,290.0,2,406.0,70,190.81,华东,墨绿,S,C10361,47.0
DD100559,2024-11-17,11,连衣裙,针织裙,470.0,2,940.0,100,515.25,华南,米色,XL,C10355,54.81
DD100140,2024-02-07,2,连衣裙,吊带裙,500.0,1,500.0,100,309.13,华南,酒红,M,C10340,61.83
DD100113,2024-09-25,9,裤装,牛仔裤,230.0,1,207.0,90,111.89,华北,米色,S,C10034,54.05
DD100532,2024-05-08,5,裤装,西装裤,200.0,1,200.0,100,107.66,华南,驼色,L,C10309,53.83
DD100225,2024-06-07,6,连衣裙,A字裙,440.0,1,418.0,95,221.42,华东,酒红,M,C10396,52.97
DD100724,2024-12-18,12,上衣,衬衫,200.0,1,200.0,100,114.22,华东,酒红,L,C10042,57.11
DD102417,2024-05-12,5,连衣裙,针织裙,380.0,1,380.0,100,218.54,西南,米色,M,C10342,57.51
DD102228,2024-05-14,5,配饰,腰带,90.0,1,81.0,90,54.29,华东,白色,M,C10483,67.02
DD101434,2024-01-04,1,连衣裙,吊带裙,440.0,1,440.0,100,215.02,华东,酒红,M,C10238,48.87
DD100326,2024-05-25,5,外套,夹克,910.0,2,1638.0,90,834.36,西南,米色,M,C10431,50.94
DD101984,2024-12-03,12,上衣,针织衫,260.0,1,260.0,100,153.74,华北,驼色,S,C10396,59.13
DD101324,2024-05-13,5,外套,羽绒服,410.0,1,410.0,100,170.21,东北,墨绿,XS,C10521,41.51
DD102098,2024-10-21,10,连衣裙,衬衫裙,300.0,2,600.0,100,296.77,东北,黑色,S,C10260,49.46
DD101459,2024-10-15,10,连衣裙,针织裙,550.0,1,550.0,100,332.5,西南,米色,L,C10592,60.45
DD102013,2024-10-21,10,上衣,衬衫,320.0,1,320.0,100,180.2,东北,米色,L,C10250,56.31
DD102343,2024-03-13,3,连衣裙,A字裙,320.0,1,288.0,90,163.88,华南,白色,L,C10492,56.9
DD100715,2024-04-20,4,外套,大衣,1200.0,1,1080.0,90,413.97,华东,白色,M,C10007,38.33
DD100847,2024-10-10,10,裤装,西装裤,440.0,1,396.0,90,183.32,东北,米色,XS,C10394,46.29
DD100194,2024-05-13,5,外套,大衣,340.0,1,340.0,100,133.88,华东,米色,S,C10290,39.38
DD101465,2024-06-19,6,连衣裙,A字裙,560.0,1,560.0,100,336.14,华南,米色,XL,C10197,60.02
DD100574,2024-06-05,6,上衣,卫衣,100.0,1,85.0,85,55.18,华南,白色,S,C10276,64.92
DD100947,2024-02-08,2,连衣裙,针织裙,290.0,1,261.0,90,135.48,华南,藏青,L,C10260,51.91
DD100504,2024-08-25,8,连衣裙,衬衫裙,260.0,1,208.0,80,113.34,华东,酒红,XL,C10378,54.49
DD101630,2024-07-07,7,配饰,包包,270.0,1,243.0,90,155.95,华北,黑色,XXL,C10146,64.18
DD101961,2024-05-28,5,连衣裙,衬衫裙,220.0,1,198.0,90,113.55,西南,藏青,XS,C10435,57.35
DD101949,2024-08-13,8,连衣裙,A字裙,570.0,1,570.0,100,328.11,华东,米色,XXL,C10078,57.56
DD100646,2024-05-23,5,连衣裙,衬衫裙,390.0,1,390.0,100,233.24,华中,黑色,L,C10557,59.81
DD100004,2024-04-07,4,连衣裙,针织裙,620.0,1,620.0,100,361.86,东北,灰色,M,C10476,58.36
DD101928,2024-07-11,7,连衣裙,针织裙,640.0,2,896.0,70,501.7,华南,米色,M,C10215,55.99
DD100468,2024-06-12,6,连衣裙,吊带裙,270.0,1,243.0,90,147.17,华北,白色,XL,C10349,60.56
DD101346,2024-09-20,9,配饰,包包,190.0,1,190.0,100,130.92,西南,黑色,L,C10292,68.91
DD100006,2024-05-13,5,上衣,卫衣,180.0,1,180.0,100,108.56,华北,米色,L,C10418,60.31
DD101247,2024-09-17,9,上衣,卫衣,310.0,1,294.5,95,163.31,西南,灰色,XXL,C10140,55.45
DD100920,2024-02-18,2,外套,大衣,880.0,1,704.0,80,335.79,西南,米色,S,C10492,47.7
DD100548,2024-07-16,7,裤装,西装裤,490.0,1,465.5,95,223.78,华北,白色,M,C10319,48.07
DD100229,2024-01-11,1,配饰,腰带,290.0,1,261.0,90,179.11,华东,墨绿,S,C10501,68.62
DD101064,2024-06-27,6,上衣,针织衫,100.0,1,100.0,100,58.15,华北,墨绿,L,C10515,58.15
DD100543,2024-03-08,3,外套,羽绒服,1180.0,1,1062.0,90,444.2,西南,米色,S,C10225,41.83
DD100243,2024-03-02,3,连衣裙,A字裙,310.0,1,279.0,90,151.76,西南,白色,XL,C10108,54.39
DD100899,2024-03-05,3,配饰,帽子,110.0,1,88.0,80,53.27,东北,灰色,S,C10523,60.53
DD102152,2024-05-18,5,上衣,T恤,170.0,4,612.0,90,374.77,华东,黑色,L,C10580,61.24
DD101161,2024-06-15,6,上衣,卫衣,110.0,1,110.0,100,69.71,华南,灰色,S,C10399,63.37
DD101989,2024-06-20,6,上衣,衬衫,360.0,1,324.0,90,168.01,西南,米色,M,C10398,51.85
DD102160,2024-03-08,3,上衣,卫衣,290.0,2,580.0,100,347.85,东北,藏青,M,C10425,59.97
DD102181,2024-11-22,11,裤装,西装裤,330.0,2,660.0,100,320.52,华南,黑色,M,C10215,48.56
DD101831,2024-02-25,2,上衣,T恤,300.0,1,285.0,95,155.88,华中,灰色,L,C10555,54.69
DD101963,2024-04-27,4,连衣裙,衬衫裙,700.0,1,560.0,80,309.14,西南,藏青,M,C10028,55.2
DD100843,2024-04-14,4,外套,羽绒服,870.0,1,826.5,95,371.18,华中,白色,S,C10316,44.91
DD101374,2024-07-01,7,配饰,帽子,240.0,4,960.0,100,674.23,华中,驼色,L,C10186,70.23
DD102525,2024-07-28,7,外套,羽绒服,970.0,1,873.0,90,405.2,西南,黑色,M,C10167,46.41
DD101936,2024-09-21,9,外套,羽绒服,530.0,1,503.5,95,234.82,华北,驼色,M,C10377,46.64
DD101527,2024-06-04,6,连衣裙,针织裙,480.0,1,432.0,90,239.61,华中,灰色,XXL,C10451,55.47
DD101606,2024-11-12,11,连衣裙,衬衫裙,450.0,1,405.0,90,213.72,东北,墨绿,XXL,C10485,52.77
DD102420,2024-05-09,5,上衣,T恤,340.0,1,323.0,95,180.0,华中,灰色,M,C10039,55.73
DD100277,2024-08-11,8,上衣,T恤,300.0,1,240.0,80,148.73,华东,灰色,L,C10092,61.97
DD100662,2024-02-01,2,上衣,针织衫,160.0,1,160.0,100,83.29,华北,驼色,M,C10582,52.06
DD101981,2024-07-23,7,外套,风衣,950.0,1,807.5,85,309.24,华东,白色,XXL,C10507,38.3
DD102207,2024-10-05,10,连衣裙,针织裙,310.0,1,248.0,80,128.85,东北,黑色,M,C10156,51.96
DD102498,2024-04-04,4,裤装,西装裤,250.0,1,225.0,90,133.04,华中,灰色,XL,C10416,59.13
DD102017,2024-05-13,5,裤装,短裤,460.0,2,920.0,100,438.29,华中,酒红,XS,C10293,47.64
DD100315,2024-03-26,3,上衣,针织衫,350.0,1,175.0,50,99.77,华南,藏青,S,C10136,57.01
DD101467,2024-01-09,1,裤装,牛仔裤,510.0,1,510.0,100,249.75,华南,藏青,L,C10143,48.97
DD101344,2024-03-07,3,上衣,衬衫,260.0,1,247.0,95,136.3,华南,白色,S,C10187,55.18
DD102004,2024-08-06,8,上衣,T恤,100.0,1,60.0,60,33.82,华中,墨绿,XL,C10430,56.37
DD100692,2024-10-03,10,上衣,针织衫,150.0,2,255.0,85,152.44,西南,黑色,M,C10007,59.78
DD101542,2024-07-11,7,裤装,休闲裤,300.0,1,300.0,100,169.81,华东,米色,L,C10248,56.6
DD100613,2024-01-08,1,上衣,针织衫,260.0,1,247.0,95,139.36,华南,黑色,M,C10535,56.42
DD100425,2024-11-14,11,连衣裙,吊带裙,330.0,1,297.0,90,179.73,华北,黑色,L,C10515,60.52
DD101578,2024-10-09,10,上衣,针织衫,340.0,1,340.0,100,186.05,华中,墨绿,L,C10262,54.72
DD100595,2024-10-19,10,连衣裙,针织裙,550.0,1,550.0,100,283.93,西南,米色,L,C10521,51.62
DD102576,2024-10-26,10,裤装,西装裤,160.0,1,152.0,95,76.64,华南,灰色,L,C10102,50.42
DD101393,2024-10-08,10,裤装,休闲裤,410.0,1,348.5,85,170.97,东北,白色,M,C10579,49.06
DD100623,2024-12-27,12,上衣,卫衣,390.0,2,780.0,100,417.35,华东,藏青,L,C10420,53.51
DD101958,2024-06-08,6,上衣,卫衣,300.0,1,270.0,90,167.04,西南,酒红,L,C10411,61.87
DD101494,2024-03-14,3,连衣裙,衬衫裙,380.0,1,380.0,100,195.93,东北,驼色,XL,C10088,51.56
DD101765,2024-08-19,8,外套,羽绒服,1200.0,2,2400.0,100,1171.88,西南,驼色,L,C10563,48.83
DD100228,2024-02-11,2,上衣,卫衣,160.0,2,272.0,85,149.41,华北,黑色,L,C10016,54.93
DD101879,2024-10-26,10,上衣,T恤,370.0,1,296.0,80,188.76,华东,藏青,S,C10151,63.77
DD101170,2024-05-25,5,裤装,休闲裤,230.0,1,230.0,100,119.24,华北,米色,XL,C10220,51.84
DD100109,2024-06-20,6,连衣裙,针织裙,480.0,1,480.0,100,268.83,华中,灰色,XS,C10115,56.01
DD101847,2024-05-14,5,连衣裙,衬衫裙,370.0,1,351.5,95,194.43,西南,墨绿,XXL,C10445,55.31
DD100067,2024-06-16,6,连衣裙,衬衫裙,280.0,1,266.0,95,146.29,西南,米色,XXL,C10355,55.0
DD101418,2024-06-18,6,连衣裙,针织裙,460.0,1,460.0,100,232.21,华东,灰色,XL,C10559,50.48
DD102349,2024-08-10,8,连衣裙,吊带裙,210.0,1,199.5,95,103.41,华北,米色,L,C10182,51.83
DD100025,2024-05-11,5,连衣裙,吊带裙,460.0,1,460.0,100,251.37,华中,墨绿,L,C10046,54.65
DD101236,2024-05-27,5,上衣,卫衣,290.0,1,246.5,85,138.77,华中,酒红,L,C10127,56.3
DD102158,2024-10-23,10,上衣,卫衣,220.0,1,209.0,95,128.32,华东,藏青,L,C10435,61.4
DD100145,2024-07-15,7,配饰,腰带,110.0,2,220.0,100,160.52,华北,驼色,S,C10466,72.96
DD100537,2024-10-22,10,裤装,西装裤,280.0,4,1064.0,95,539.99,西南,驼色,XS,C10566,50.75
DD100812,2024-01-07,1,连衣裙,针织裙,310.0,1,310.0,100,161.73,西南,白色,S,C10007,52.17
DD101883,2024-05-20,5,外套,大衣,720.0,1,720.0,100,294.68,西南,黑色,XXL,C10467,40.93
DD101498,2024-04-16,4,连衣裙,针织裙,600.0,1,300.0,50,145.93,西南,白色,S,C10265,48.64
DD100086,2024-12-14,12,裤装,西装裤,180.0,1,144.0,80,80.57,华南,驼色,XS,C10518,55.95
DD101255,2024-02-27,2,裤装,西装裤,470.0,1,376.0,80,193.77,华中,灰色,M,C10347,51.53
DD102155,2024-07-06,7,配饰,包包,50.0,2,80.0,80,56.42,华中,酒红,S,C10251,70.53
DD102134,2024-07-03,7,上衣,T恤,240.0,1,216.0,90,124.33,华南,驼色,M,C10446,57.56
DD101976,2024-03-06,3,连衣裙,针织裙,610.0,1,579.5,95,326.69,华南,白色,L,C10287,56.37
DD102104,2024-05-06,5,连衣裙,吊带裙,210.0,1,210.0,100,101.67,西南,藏青,L,C10537,48.41
DD100485,2024-03-16,3,配饰,围巾,130.0,1,130.0,100,96.51,华中,灰色,S,C10335,74.24
DD101655,2024-09-04,9,裤装,休闲裤,450.0,1,450.0,100,218.18,西南,驼色,M,C10176,48.48
DD102320,2024-01-15,1,外套,大衣,630.0,1,504.0,80,224.06,华南,灰色,M,C10011,44.46
DD102484,2024-08-22,8,配饰,包包,130.0,1,130.0,100,89.17,华中,驼色,L,C10124,68.59
DD100739,2024-06-08,6,外套,风衣,1280.0,1,1280.0,100,640.77,西南,米色,M,C10526,50.06
DD101921,2024-09-05,9,上衣,针织衫,300.0,1,285.0,95,174.1,华中,驼色,XL,C10241,61.09
DD102281,2024-03-16,3,上衣,衬衫,350.0,1,315.0,90,190.87,华中,黑色,XXL,C10170,60.59
DD102561,2024-04-28,4,连衣裙,吊带裙,490.0,1,490.0,100,273.03,华东,白色,L,C10272,55.72
DD101892,2024-11-14,11,连衣裙,A字裙,330.0,1,330.0,100,178.75,华中,灰色,M,C10090,54.17
DD101775,2024-05-02,5,连衣裙,吊带裙,680.0,2,1292.0,95,677.18,华北,黑色,XS,C10492,52.41
DD100363,2024-05-18,5,裤装,牛仔裤,230.0,1,218.5,95,122.65,华南,墨绿,L,C10541,56.13
DD100750,2024-08-09,8,裤装,休闲裤,520.0,2,988.0,95,570.55,华北,藏青,L,C10510,57.75
DD101933,2024-01-26,1,配饰,腰带,160.0,1,80.0,50,57.64,华东,米色,S,C10200,72.05
DD101647,2024-01-21,1,上衣,T恤,310.0,1,279.0,90,160.33,华南,黑色,L,C10596,57.47
DD101027,2024-06-26,6,连衣裙,A字裙,680.0,1,612.0,90,322.87,东北,米色,M,C10193,52.76
DD101031,2024-11-07,11,上衣,衬衫,240.0,2,336.0,70,201.4,华中,藏青,XXL,C10080,59.94
DD102515,2024-05-24,5,上衣,针织衫,160.0,1,152.0,95,90.19,东北,白色,S,C10074,59.34
DD101336,2024-03-05,3,外套,大衣,920.0,2,1840.0,100,806.34,西南,藏青,XL,C10536,43.82
DD102148,2024-10-03,10,外套,风衣,1090.0,1,1035.5,95,510.7,西南,米色,XL,C10278,49.32
DD102113,2024-01-13,1,上衣,针织衫,210.0,1,189.0,90,112.24,东北,驼色,M,C10175,59.39
DD100666,2024-01-24,1,连衣裙,针织裙,360.0,3,1080.0,100,620.25,华南,墨绿,XL,C10040,57.43
DD100365,2024-10-19,10,裤装,短裤,340.0,4,1360.0,100,651.67,西南,灰色,L,C10422,47.92
DD102291,2024-02-20,2,上衣,T恤,220.0,1,209.0,95,109.65,华北,驼色,XL,C10565,52.46
DD101240,2024-08-16,8,外套,风衣,1180.0,1,1121.0,95,476.57,华南,米色,XS,C10074,42.51
DD100078,2024-11-22,11,外套,夹克,1170.0,1,936.0,80,386.81,华北,黑色,M,C10551,41.33
DD100028,2024-05-13,5,上衣,T恤,200.0,1,200.0,100,130.71,华东,灰色,XL,C10452,65.36
DD100474,2024-01-06,1,裤装,短裤,450.0,1,450.0,100,252.17,华中,墨绿,XXL,C10148,56.04
DD100526,2024-06-13,6,外套,风衣,700.0,1,630.0,90,265.22,华南,黑色,XL,C10006,42.1
DD100726,2024-05-21,5,上衣,卫衣,140.0,1,140.0,100,90.08,华南,黑色,XL,C10014,64.34
DD100056,2024-04-07,4,上衣,衬衫,280.0,1,266.0,95,159.35,华中,灰色,M,C10581,59.91
DD100639,2024-02-15,2,上衣,T恤,320.0,3,912.0,95,557.0,西南,米色,S,C10153,61.07
DD100303,2024-07-13,7,上衣,针织衫,240.0,1,204.0,85,121.83,华南,墨绿,M,C10186,59.72
DD100719,2024-05-24,5,连衣裙,针织裙,270.0,1,229.5,85,123.86,华南,灰色,S,C10186,53.97
DD102264,2024-09-08,9,连衣裙,吊带裙,590.0,1,354.0,60,208.56,华南,白色,L,C10488,58.92
DD102031,2024-03-02,3,连衣裙,针织裙,500.0,2,1000.0,100,555.93,东北,灰色,S,C10388,55.59
DD100625,2024-05-15,5,连衣裙,衬衫裙,540.0,1,513.0,95,258.36,华南,白色,L,C10542,50.36
DD100008,2024-12-03,12,上衣,T恤,310.0,1,310.0,100,199.46,华南,白色,M,C10574,64.34
DD101281,2024-09-16,9,上衣,T恤,380.0,1,361.0,95,207.25,华东,驼色,M,C10117,57.41
DD100804,2024-06-08,6,上衣,衬衫,280.0,1,280.0,100,163.31,华南,驼色,XL,C10444,58.32
DD101050,2024-03-28,3,裤装,牛仔裤,530.0,1,503.5,95,274.84,华南,酒红,XL,C10430,54.59
DD100337,2024-10-17,10,上衣,针织衫,120.0,1,120.0,100,77.36,华中,灰色,M,C10070,64.47
DD101597,2024-04-13,4,配饰,围巾,50.0,1,45.0,90,32.34,华北,黑色,S,C10231,71.87
DD100048,2024-08-03,8,连衣裙,吊带裙,500.0,1,475.0,95,283.28,华东,灰色,M,C10334,59.64
DD102244,2024-05-05,5,上衣,T恤,300.0,1,285.0,95,149.19,华南,藏青,L,C10087,52.35
DD100107,2024-03-23,3,连衣裙,A字裙,360.0,1,360.0,100,179.12,华中,白色,L,C10337,49.76
